Distance,Year,Color,MotorState,ChassisState,Guarantee,GearboxModel,PaymentMode,Price
۰,1400,مشکی,سالم,سالم و پلمپ,سالم و بی‌خط و خش,۱۲ ماه,دنده‌ای,نقدی
۱۹۱٬۰۰۰,1393,سفید,سالم,سالم و پلمپ,خط و خش جزیی,۵ ماه,دنده‌ای,نقدی
۵۷٬۰۰۰,1397,سفید,سالم,سالم و پلمپ,سالم و بی‌خط و خش,اتوماتیک,نقدی,۷۷۵٬۰۰۰٬۰۰۰ تومان
۴۰۰٬۰۰۰,1993,سفید,نیاز به تعمیر,رنگ‌شده,تمام‌رنگ,۲ ماه,دنده‌ای,نقدی
۷۹٬۰۰۰,1391,سرمه‌ای,سالم,سالم و پلمپ,خط و خش جزیی,۱ ماه,دنده‌ای,نقدی
۰,1401,سفید,سالم,سالم و پلمپ,سالم و بی‌خط و خش,۹ ماه,دنده‌ای,نقدی
۱۶۰٬۰۰۰,1391,خاکستری,سالم,سالم و پلمپ,ضربه‌خورده,سالم و بی‌خط و خش,۱۲ ماه,اتوماتیک
۱۱٬۰۰۰,1400,خاکستری,سالم,سالم و پلمپ,سالم و بی‌خط و خش,۱۱ ماه,دنده‌ای,نقدی
۲۵۰٬۰۰۰,1391,بنفش,سالم,سالم و پلمپ,رنگ‌شدگی,۳ ماه,دنده‌ای,نقدی
۳۶٬۵۰۰,1397,نوک‌مدادی,سالم,سالم و پلمپ,سالم و بی‌خط و خش,۱۱ ماه,دنده‌ای,نقدی
۱۰۰٬۰۰۰,1385,خاکستری,سالم,سالم و پلمپ,سالم و بی‌خط و خش,۹ ماه,دنده‌ای,نقدی
۳۲۰٬۰۰۰,1385,سفید,سالم,ضربه‌خورده,سالم و پلمپ,دوررنگ,۹ ماه,دنده‌ای
۲۱۹٬۰۰۰,1390,مشکی,سالم,سالم و پلمپ,سالم و بی‌خط و خش,۵ ماه,دنده‌ای,نقدی
۶۰٬۰۰۰,1397,سفید,سالم,سالم و پلمپ,سالم و بی‌خط و خش,۷ ماه,اتوماتیک,نقدی
۶۸٬۰۰۰,1396,سفید,سالم,سالم و پلمپ,سالم و بی‌خط و خش,۱ ماه,دنده‌ای,نقدی
۱۵٬۰۰۰,1399,سفید,سالم,سالم و پلمپ,سالم و بی‌خط و خش,۱۲ ماه,دنده‌ای,نقدی
۴۳٬۰۰۰,2014,سفید,سالم,سالم و پلمپ,سالم و بی‌خط و خش,۴ ماه,اتوماتیک,نقدی
۴۵۰٬۰۰۰,1384,یشمی,سالم,سالم و پلمپ,صافکاری بی‌رنگ,۱۲ ماه,دنده‌ای,نقدی
۴۹٬۰۰۰,1398,اطلسی,سالم,سالم و پلمپ,رنگ‌شدگی,۱۲ ماه,دنده‌ای,نقدی
۱۶٬۰۰۰,2017,مشکی,سالم,سالم و پلمپ,سالم و بی‌خط و خش,۴ ماه,دنده‌ای,نقدی
۱۳٬۰۰۰,1400,مشکی,سالم,سالم و پلمپ,سالم و بی‌خط و خش,۱۰ ماه,اتوماتیک,نقدی
۱۲٬۰۰۰,1400,سفید,سالم,سالم و پلمپ,سالم و بی‌خط و خش,۸ ماه,دنده‌ای,نقدی
۵۰۰٬۰۰۰,1382,سفید,سالم,ضربه‌خورده,سالم و پلمپ,خط و خش جزیی,۳ ماه,دنده‌ای
۹۷٬۰۰۰,1395,نوک‌مدادی,سالم,سالم و پلمپ,خط و خش جزیی,۸ ماه,دنده‌ای,نقدی
۳۵۰٬۰۰۰,1386,نوک‌مدادی,سالم,سالم و پلمپ,رنگ‌شدگی,۷ ماه,دنده‌ای,نقدی
۰,1401,سفید,سالم,سالم و پلمپ,سالم و بی‌خط و خش,۱۲ ماه,دنده‌ای,نقدی
۱۰۰٬۰۰۰,1382,نقره‌ای,نیاز به تعمیر,سالم و پلمپ,دوررنگ,۹ ماه,دنده‌ای,نقدی
۷۹٬۰۰۰,1397,سفید,سالم,سالم و پلمپ,سالم و بی‌خط و خش,۱۰ ماه,دنده‌ای,نقدی
۵۸٬۰۰۰,1397,خاکستری,سالم,سالم و پلمپ,سالم و بی‌خط و خش,۱۱ ماه,اتوماتیک,نقدی
۴٬۹۰۰,1401,سفید,سالم,سالم و پلمپ,سالم و بی‌خط و خش,۹ ماه,دنده‌ای,نقدی
۱۴٬۰۰۰,1396,سفید,سالم,سالم و پلمپ,صافکاری بی‌رنگ,۵ ماه,دنده‌ای,نقدی
۰,1401,مشکی,سالم,سالم و پلمپ,سالم و بی‌خط و خش,۱۲ ماه,اتوماتیک,نقدی
۰,1401,مشکی,سالم,سالم و پلمپ,سالم و بی‌خط و خش,۱۲ ماه,اتوماتیک,نقدی
۶۰٬۰۰۰,1381,سفید,سالم,سالم و پلمپ,خط و خش جزیی,۱۲ ماه,دنده‌ای,۷۰٬۰۰۰٬۰۰۰ تومان
۱۷۰٬۰۰۰,1395,مشکی,سالم,سالم و پلمپ,سالم و بی‌خط و خش,۱۱ ماه,دنده‌ای,نقدی
۶۵٬۰۰۰,1397,سفید,سالم,سالم و پلمپ,سالم و بی‌خط و خش,۱۰ ماه,اتوماتیک,نقدی
۱٬۳۰۰,1399,سفید,سالم,سالم و پلمپ,خط و خش جزیی,۳ ماه,دنده‌ای,نقدی
۴۵٬۰۰۰,1398,سفید,سالم,سالم و پلمپ,خط و خش جزیی,۷ ماه,دنده‌ای,نقدی
۲۶۰٬۰۰۰,1384,نقره‌ای,سالم,سالم و پلمپ,دوررنگ,۶ ماه,دنده‌ای,نقدی
۳۶٬۰۰۰,1400,سفید,سالم,سالم و پلمپ,سالم و بی‌خط و خش,۷ ماه,دنده‌ای,نقدی
۱۵٬۰۰۰,1397,سفید,سالم,سالم و پلمپ,سالم و بی‌خط و خش,۱۱ ماه,اتوماتیک,نقدی
۲۷۴٬۰۰۰,1386,نقره‌ای,سالم,رنگ‌شدگی,۴ ماه,دنده‌ای,نقدی,توافقی
۱۱۰٬۰۰۰,1381,بژ,سالم,سالم و پلمپ,خط و خش جزیی,۷ ماه,دنده‌ای,نقدی
۹۰٬۰۰۰,1396,سفید,سالم,سالم و پلمپ,سالم و بی‌خط و خش,۱ ماه,دنده‌ای,نقدی
۱۹۸٬۰۰۰,1384,سفید صدفی,سالم,ضربه‌خورده,سالم و پلمپ,خط و خش جزیی,۵ ماه,دنده‌ای
۳۵٬۰۰۰,1399,سفید,سالم,سالم و پلمپ,سالم و بی‌خط و خش,۴ ماه,دنده‌ای,نقدی
۳۸۵٬۰۰۰,1391,مشکی,سالم,سالم و پلمپ,رنگ‌شدگی,۵ ماه,اتوماتیک,نقدی
۱۴۴٬۱۳۸,1394,سفید,سالم,سالم و پلمپ,خط و خش جزیی,۴ ماه,دنده‌ای,نقدی
۱۲۰٬۰۰۰,2014,سفید,سالم,سالم و پلمپ,رنگ‌شدگی، در ۱ ناحیه,۷ ماه,اتوماتیک,نقدی
۲۰۰٬۰۰۰,1384,نقره‌ای,سالم,سالم و پلمپ,خط و خش جزیی,۶ ماه,دنده‌ای,نقدی
۲۱٬۰۰۰,1397,سفید,سالم,سالم و پلمپ,سالم و بی‌خط و خش,۹ ماه,اتوماتیک,نقدی
۴۵۰٬۰۰۰,1381,آلبالویی,سالم,سالم و پلمپ,رنگ‌شده,خط و خش جزیی,۱۱ ماه,دنده‌ای
۷۳٬۰۰۰,1397,قرمز,سالم,سالم و پلمپ,سالم و بی‌خط و خش,۶ ماه,اتوماتیک,نقدی
۰,1400,مشکی,سالم,سالم و پلمپ,سالم و بی‌خط و خش,۱۲ ماه,اتوماتیک,نقدی و قسطی
۰,1401,مشکی,سالم,سالم و پلمپ,سالم و بی‌خط و خش,۱۲ ماه,اتوماتیک,نقدی و قسطی
۰,1401,سفید,سالم,سالم و پلمپ,سالم و بی‌خط و خش,۱۲ ماه,دنده‌ای,نقدی
۱۸۰٬۰۰۰,1388,سفید,سالم,سالم و پلمپ,خط و خش جزیی,۵ ماه,دنده‌ای,نقدی
۴۸٬۰۰۰,1382,سفید,سالم,سالم و پلمپ,رنگ‌شده,خط و خش جزیی,۱۱ ماه,دنده‌ای
۲۲۰٬۰۰۰,1388,دلفینی,سالم,ضربه‌خورده,سالم و پلمپ,رنگ‌شدگی,۴ ماه,دنده‌ای
۱۰٬۷۰۰,1397,سفید,سالم,سالم و پلمپ,سالم و بی‌خط و خش,۱۱ ماه,اتوماتیک,نقدی
۳۲٬۰۰۰,1398,سفید,سالم,سالم و پلمپ,سالم و بی‌خط و خش,۸ ماه,دنده‌ای,نقدی
۱۷٬۶۰۰,1400,نوک‌مدادی,سالم,سالم و پلمپ,سالم و بی‌خط و خش,۳ ماه,دنده‌ای,نقدی
۹۲٬۲۰۰,2016,سفید,سالم,سالم و پلمپ,سالم و بی‌خط و خش,۴ ماه,اتوماتیک,نقدی
۳۰۰٬۰۰۰,1387,سفید,سالم,ضربه‌خورده,سالم و پلمپ,دوررنگ,۳ ماه,دنده‌ای
۷۳٬۰۰۰,1398,سفید,سالم,خط و خش جزیی,۱ ماه,دنده‌ای,نقدی,۳۱۰٬۰۰۰٬۰۰۰ تومان
۲۰۰٬۰۰۰,1393,سفید,سالم,سالم و پلمپ,خط و خش جزیی,۱۱ ماه,دنده‌ای,نقدی
۱۹۹٬۰۰۰,1390,زرد,سالم,سالم و پلمپ,رنگ‌شدگی,۹ ماه,دنده‌ای,نقدی
۲۸۰٬۰۰۰,1378,خاکستری,نیاز به تعمیر,سالم و پلمپ,دوررنگ,۶ ماه,دنده‌ای,نقدی
۱۲۲٬۰۰۰,1393,سفید,سالم,سالم و پلمپ,رنگ‌شدگی، در ۱ ناحیه,۶ ماه,دنده‌ای,نقدی
۷۰٬۰۰۰,1394,سرمه‌ای,سالم,سالم و پلمپ,سالم و بی‌خط و خش,۶ ماه,دنده‌ای,نقدی
۸۰,1398,سفید,سالم,سالم و پلمپ,سالم و بی‌خط و خش,۳ ماه,دنده‌ای,نقدی
۱۹۲٬۰۰۰,1396,نوک‌مدادی,سالم,سالم و پلمپ,تمام‌رنگ,۷ ماه,دنده‌ای,نقدی
۱۵۰٬۰۰۰,1396,خاکستری,سالم,سالم و پلمپ,خط و خش جزیی,۱ ماه,دنده‌ای,نقدی
۷۵٬۰۰۰,1397,سفید,سالم,سالم و پلمپ,خط و خش جزیی,۹ ماه,دنده‌ای,نقدی
۲۴۵٬۰۰۰,1389,سفید,سالم,سالم و پلمپ,رنگ‌شدگی,۲ ماه,دنده‌ای,نقدی
۶۹٬۰۰۰,1396,سفید,سالم,سالم و پلمپ,سالم و بی‌خط و خش,۶ ماه,دنده‌ای,نقدی
۲۰۵٬۰۰۰,1393,نوک‌مدادی,سالم,ضربه‌خورده,سالم و پلمپ,رنگ‌شدگی,۱۱ ماه,دنده‌ای
۳۷۵٬۰۰۰,1390,زرد,سالم,سالم و پلمپ,تمام‌رنگ,۱ ماه,دنده‌ای,نقدی و قسطی
۸۱٬۰۰۰,1397,سفید,سالم,سالم و پلمپ,رنگ‌شدگی,۵ ماه,دنده‌ای,نقدی
۱۸۰٬۰۰۰,1386,سفید,سالم,سالم و پلمپ,سالم و بی‌خط و خش,۱۲ ماه,دنده‌ای,نقدی
۱۴۵٬۰۰۰,1395,سفید,سالم,سالم و پلمپ,سالم و بی‌خط و خش,۷ ماه,دنده‌ای,نقدی
۳۴۵٬۰۰۰,1993,سرمه‌ای,نیاز به تعمیر,ضربه‌خورده,رنگ‌شده,تمام‌رنگ,۶ ماه,دنده‌ای
۱۰۰٬۰۰۰,1399,سفید,سالم,سالم و پلمپ,سالم و بی‌خط و خش,۶ ماه,دنده‌ای,نقدی
۱۰٬۰۰۰,1397,سفید,سالم,سالم و پلمپ,سالم و بی‌خط و خش,۲ ماه,اتوماتیک,نقدی
۲۲۰٬۰۰۰,1387,مشکی,سالم,سالم و پلمپ,تمام‌رنگ,۳ ماه,دنده‌ای,نقدی
۳۶۰٬۰۰۰,1390,سفید,سالم,سالم و پلمپ,رنگ‌شده,خط و خش جزیی,۲ ماه,دنده‌ای
۱۸۵٬۰۰۰,1390,سفید,سالم,سالم و پلمپ,رنگ‌شدگی، در ۲ ناحیه,دنده‌ای,نقدی,۱۸۰٬۰۰۰٬۰۰۰ تومان
۹۷٬۰۰۰,2015,سفید صدفی,سالم,سالم و پلمپ,رنگ‌شدگی,۶ ماه,اتوماتیک,نقدی
۷۰٬۰۰۰,2016,سفید صدفی,سالم,سالم و پلمپ,سالم و بی‌خط و خش,۶ ماه,اتوماتیک,نقدی
۷۶٬۰۰۰,1372,سرمه‌ای,سالم,سالم و پلمپ,سالم و بی‌خط و خش,۶ ماه,دنده‌ای,نقدی
۱۵٬۰۰۰,1399,سفید,سالم,سالم و پلمپ,سالم و بی‌خط و خش,۲ ماه,دنده‌ای,نقدی
۲۸۰٬۰۰۰,1388,خاکستری,سالم,سالم و پلمپ,خط و خش جزیی,۱۰ ماه,دنده‌ای,نقدی
۰,1401,مشکی,سالم,سالم و پلمپ,سالم و بی‌خط و خش,۱۱ ماه,دنده‌ای,نقدی
۵۰٬۰۰۰,1398,سفید,سالم,سالم و پلمپ,خط و خش جزیی,۶ ماه,دنده‌ای,نقدی
۰,1400,سفید,سالم,سالم و پلمپ,سالم و بی‌خط و خش,۵ ماه,دنده‌ای,نقدی
۱۴۰٬۰۰۰,1387,سفید,سالم,سالم و پلمپ,سالم و بی‌خط و خش,۱۲ ماه,دنده‌ای,نقدی
۲۷۲٬۰۰۰,1993,سفید صدفی,سالم,سالم و پلمپ,خط و خش جزیی,۴ ماه,دنده‌ای,نقدی
۱۰۸٬۰۰۰,1396,سفید,سالم,سالم و پلمپ,سالم و بی‌خط و خش,۶ ماه,دنده‌ای,نقدی
۲۲۲٬۸۱۶,1383,مشکی,سالم,ضربه‌خورده,سالم و پلمپ,تمام‌رنگ,۲ ماه,دنده‌ای
۷۶٬۰۰۰,2016,قرمز,سالم,سالم و پلمپ,سالم و بی‌خط و خش,۱۱ ماه,اتوماتیک,نقدی
۰,1401,سفید,سالم,سالم و بی‌خط و خش,۱۲ ماه,اتوماتیک,نقدی,غیرقابل نمایش
۱۹۰٬۰۰۰,1391,آلبالویی,سالم,سالم و پلمپ,رنگ‌شدگی,۱۰ ماه,دنده‌ای,نقدی
۸۸٬۰۰۰,1398,سفید,سالم,ضربه‌خورده,سالم و پلمپ,رنگ‌شدگی,۶ ماه,دنده‌ای
۲۲۰٬۰۰۰,2006,نقرآبی,تعویض شده,سالم و پلمپ,سالم و بی‌خط و خش,۱۲ ماه,اتوماتیک,نقدی
۷۳٬۰۰۰,1397,مشکی,سالم,سالم و پلمپ,سالم و بی‌خط و خش,۱۲ ماه,دنده‌ای,نقدی
۲۸۰٬۰۰۰,1389,خاکستری,سالم,سالم و پلمپ,خط و خش جزیی,۱۲ ماه,دنده‌ای,نقدی
۵۶٬۰۰۰,1396,سفید,سالم,سالم و پلمپ,سالم و بی‌خط و خش,۱۲ ماه,اتوماتیک,نقدی
۱۶۴٬۰۰۰,1392,سفید,سالم,سالم و پلمپ,خط و خش جزیی,۷ ماه,دنده‌ای,نقدی
۶٬۰۰۰,1400,سفید,سالم,سالم و بی‌خط و خش,۲ ماه,اتوماتیک,نقدی,۹۳۰٬۰۰۰٬۰۰۰ تومان
۱۸۰٬۰۰۰,1383,کرم,سالم,سالم و پلمپ,سالم و بی‌خط و خش,۱۲ ماه,دنده‌ای,نقدی
۴۵۰,1400,سفید,سالم,سالم و پلمپ,سالم و بی‌خط و خش,۴ ماه,دنده‌ای,نقدی
۷۷٬۰۰۰,1395,سفید,سالم,سالم و پلمپ,سالم و بی‌خط و خش,۷ ماه,دنده‌ای,نقدی
۲۱٬۰۰۰,2017,مشکی,سالم,سالم و پلمپ,سالم و بی‌خط و خش,۶ ماه,اتوماتیک,"نقدی, قابل معاوضه"
۳۸۵٬۰۰۰,1386,نقره‌ای,سالم,سالم و پلمپ,خط و خش جزیی,۱ ماه,دنده‌ای,نقدی
۸۷٬۰۰۰,1392,سفید,سالم,سالم و پلمپ,رنگ‌شدگی,۷ ماه,دنده‌ای,نقدی
۸۴٬۰۰۰,1396,قرمز,سالم,سالم و پلمپ,سالم و بی‌خط و خش,۲ ماه,اتوماتیک,نقدی
۱۴۴٬۰۰۰,1398,سفید,سالم,سالم و پلمپ,سالم و بی‌خط و خش,۱ ماه,دنده‌ای,نقدی
۳۷٬۲۰۰,1397,سفید,سالم,سالم و پلمپ,خط و خش جزیی,۸ ماه,اتوماتیک,نقدی
۴۰۰٬۰۰۰,1384,مشکی,سالم,رنگ‌شده,تمام‌رنگ,۴ ماه,دنده‌ای,نقدی
۱۶۰٬۰۰۰,1394,سفید,سالم,ضربه‌خورده,رنگ‌شدگی,۵ ماه,دنده‌ای,نقدی
۲۵۰٬۰۰۰,1391,سفید,سالم,ضربه‌خورده,سالم و پلمپ,رنگ‌شدگی,۳ ماه,اتوماتیک
۲۲۵٬۰۰۰,1391,سفید,سالم,سالم و پلمپ,خط و خش جزیی,۵ ماه,دنده‌ای,نقدی
۸۰٬۰۰۰,1397,سفید,سالم,سالم و پلمپ,رنگ‌شدگی,۶ ماه,دنده‌ای,نقدی
۲۴۴٬۰۰۰,1390,طلایی,سالم,سالم و پلمپ,خط و خش جزیی,۱۲ ماه,دنده‌ای,نقدی
۳۰٬۰۰۰,1400,سفید,سالم,سالم و پلمپ,سالم و بی‌خط و خش,۱۲ ماه,دنده‌ای,۱۹۴٬۰۰۰٬۰۰۰ تومان
۱۳٬۰۰۰,1400,سفید,سالم,سالم و پلمپ,سالم و بی‌خط و خش,۴ ماه,دنده‌ای,نقدی
۱۵۳٬۰۰۰,1390,بنفش,سالم,سالم و پلمپ,خط و خش جزیی,۵ ماه,دنده‌ای,نقدی
۰,1398,مشکی,سالم,سالم و پلمپ,سالم و بی‌خط و خش,۱۲ ماه,اتوماتیک,نقدی
۱۰۵٬۰۰۰,1395,نوک‌مدادی,سالم,ضربه‌خورده,تصادفی,۱۰ ماه,دنده‌ای,نقدی
۶۴٬۰۰۰,1398,سفید,سالم,سالم و پلمپ,سالم و بی‌خط و خش,۶ ماه,اتوماتیک,نقدی
۹۰٬۰۰۰,1397,طوسی,سالم,سالم و پلمپ,رنگ‌شدگی,۹ ماه,دنده‌ای,نقدی
۱۵۸٬۰۰۰,1394,خاکستری,سالم,سالم و پلمپ,رنگ‌شدگی,۱۲ ماه,دنده‌ای,نقدی
۰,1401,مشکی,سالم,سالم و پلمپ,سالم و بی‌خط و خش,۱۱ ماه,اتوماتیک,نقدی
۲۳۰٬۰۰۰,1383,یشمی,سالم,سالم و پلمپ,خط و خش جزیی,۱ ماه,دنده‌ای,نقدی
۰,1401,سفید,سالم,سالم و پلمپ,سالم و بی‌خط و خش,۱۲ ماه,اتوماتیک,نقدی
۷۶٬۰۰۰,1397,آبی,سالم,سالم و پلمپ,سالم و بی‌خط و خش,۱۲ ماه,اتوماتیک,نقدی
۶٬۵۰۰,1399,سفید,سالم,سالم و پلمپ,سالم و بی‌خط و خش,۲ ماه,دنده‌ای,نقدی
۸۰٬۵۰۰,1397,سفید,سالم,سالم و پلمپ,رنگ‌شدگی,۲ ماه,دنده‌ای,نقدی
۱۴۰٬۰۰۰,1391,خاکستری,سالم,سالم و پلمپ,رنگ‌شدگی,۳ ماه,دنده‌ای,نقدی
۱۶٬۰۰۰,1399,سفید صدفی,سالم,سالم و پلمپ,سالم و بی‌خط و خش,۱۲ ماه,دنده‌ای,نقدی
۳٬۰۰۰,1401,مشکی,سالم,سالم و پلمپ,سالم و بی‌خط و خش,اتوماتیک,نقدی,۵۰۵٬۰۰۰٬۰۰۰ تومان
۴۳٬۰۰۰,1397,سفید صدفی,سالم,سالم و پلمپ,سالم و بی‌خط و خش,۴ ماه,اتوماتیک,نقدی
۰,1401,مشکی,سالم,سالم و پلمپ,سالم و بی‌خط و خش,۱۲ ماه,اتوماتیک,نقدی
۵۰۰,1400,سفید,سالم,سالم و پلمپ,سالم و بی‌خط و خش,۱۲ ماه,اتوماتیک,"نقدی, قابل معاوضه"
۱۰۸٬۰۰۰,1396,سفید,سالم,سالم و پلمپ,ضربه‌خورده,رنگ‌شدگی,۹ ماه,دنده‌ای
۹۰٬۰۰۰,1399,سفید,سالم,سالم و پلمپ,سالم و بی‌خط و خش,۱۰ ماه,دنده‌ای,نقدی
۲۵۰٬۰۰۰,1386,نقره‌ای,سالم,سالم و پلمپ,خط و خش جزیی,دنده‌ای,نقدی,۱۶۳٬۰۰۰٬۰۰۰ تومان
۲٬۰۰۰,1401,سفید,سالم,سالم و پلمپ,سالم و بی‌خط و خش,۱۰ ماه,دنده‌ای,نقدی
۱۵۰٬۰۰۰,1392,سفید صدفی,سالم,سالم و پلمپ,سالم و بی‌خط و خش,۱۱ ماه,دنده‌ای,نقدی
۵٬۰۰۰,1997,سرمه‌ای,سالم,سالم و پلمپ,دوررنگ,۶ ماه,دنده‌ای,نقدی
۱۳۳٬۰۰۰,1393,سفید,سالم,سالم و پلمپ,خط و خش جزیی,۴ ماه,دنده‌ای,نقدی
۲۰۰٬۰۰۰,1385,نوک‌مدادی,سالم,ضربه‌خورده,سالم و پلمپ,خط و خش جزیی,۶ ماه,دنده‌ای
۵۵٬۰۰۰,1397,سفید,سالم,سالم و پلمپ,خط و خش جزیی,۱۰ ماه,دنده‌ای,نقدی
۲۲٬۰۰۰,1399,سفید,سالم,سالم و پلمپ,سالم و بی‌خط و خش,۵ ماه,دنده‌ای,نقدی
۰,1401,نوک‌مدادی,سالم,سالم و پلمپ,سالم و بی‌خط و خش,۱۲ ماه,دنده‌ای,نقدی
۷٬۹۰۰,1400,مشکی,سالم,سالم و پلمپ,سالم و بی‌خط و خش,۶ ماه,اتوماتیک,نقدی
۷۸٬۰۰۰,1397,سفید,سالم,سالم و پلمپ,سالم و بی‌خط و خش,۳ ماه,دنده‌ای,نقدی
۱۵۸٬۰۰۰,1388,سفید,سالم,رنگ‌شدگی,۲ ماه,دنده‌ای,نقدی,۱۸۶٬۰۰۰٬۰۰۰ تومان
۲۷۰٬۰۰۰,1386,نقره‌ای,سالم,سالم و پلمپ,دوررنگ,۱۰ ماه,اتوماتیک,نقدی
۱۴۵٬۰۰۰,1396,آبی,سالم,سالم و پلمپ,رنگ‌شدگی,۱۲ ماه,اتوماتیک,نقدی و قسطی
۶۰٬۰۰۰,1392,خاکستری,سالم,سالم و پلمپ,خط و خش جزیی,۶ ماه,دنده‌ای,نقدی
۲۵٬۰۰۰,1400,سفید,سالم,سالم و پلمپ,سالم و بی‌خط و خش,۵ ماه,دنده‌ای,نقدی و قسطی
۲۰۰٬۰۰۰,1391,سفید,سالم,سالم و پلمپ,خط و خش جزیی,۱۲ ماه,اتوماتیک,نقدی
۱۳۳٬۰۰۰,1395,سفید,سالم,سالم و پلمپ,خط و خش جزیی,۱۲ ماه,دنده‌ای,نقدی
۴۸٬۰۰۰,2017,سفید,سالم,سالم و پلمپ,سالم و بی‌خط و خش,۱۲ ماه,اتوماتیک,نقدی
۱۹۷٬۰۰۰,1389,سفید,سالم,سالم و پلمپ,سالم و بی‌خط و خش,۵ ماه,دنده‌ای,نقدی
۱۶۱٬۰۰۰,1391,مشکی,سالم,سالم و پلمپ,سالم و بی‌خط و خش,۱۰ ماه,اتوماتیک,نقدی
۱۱۷٬۰۰۰,1394,سفید,سالم,سالم و پلمپ,سالم و بی‌خط و خش,۶ ماه,دنده‌ای,نقدی
۴٬۰۰۰,1401,آبی,سالم,سالم و پلمپ,سالم و بی‌خط و خش,۱۰ ماه,دنده‌ای,نقدی
۴۰٬۰۰۰,1399,سفید,سالم,سالم و پلمپ,رنگ‌شدگی,دنده‌ای,نقدی,۲۷۵٬۰۰۰٬۰۰۰ تومان
۴۹۲٬۰۰۰,1384,نقره‌ای,سالم,سالم و پلمپ,دوررنگ,۱۰ ماه,دنده‌ای,نقدی
۹۵٬۰۰۰,2016,مشکی,سالم,سالم و پلمپ,سالم و بی‌خط و خش,۲ ماه,اتوماتیک,نقدی
۶۸٬۰۰۰,1396,سفید,سالم,سالم و پلمپ,خط و خش جزیی,۶ ماه,دنده‌ای,نقدی
۲۰۰٬۰۰۰,1385,خاکستری,سالم,سالم و پلمپ,خط و خش جزیی,۶ ماه,اتوماتیک,نقدی
۱۱٬۱۱۱,1384,نقره‌ای,سالم,سالم و پلمپ,دوررنگ,۴ ماه,دنده‌ای,نقدی
۴۰٬۰۰۰,1396,نوک‌مدادی,سالم,سالم و پلمپ,سالم و بی‌خط و خش,۱۲ ماه,دنده‌ای,نقدی
۵۰٬۰۰۰,1396,سفید,سالم,سالم و پلمپ,سالم و بی‌خط و خش,۲ ماه,دنده‌ای,نقدی
۵۰٬۰۰۰,1396,اطلسی,سالم,سالم و پلمپ,خط و خش جزیی,۳ ماه,دنده‌ای,نقدی
۱۱۰٬۰۰۰,1395,سفید,سالم,سالم و پلمپ,خط و خش جزیی,۶ ماه,دنده‌ای,نقدی
۸۷٬۰۰۰,1394,سفید,سالم,سالم و پلمپ,رنگ‌شدگی,۷ ماه,دنده‌ای,نقدی
۲۳٬۰۰۰,1400,آبی,سالم,سالم و پلمپ,سالم و بی‌خط و خش,۱۲ ماه,دنده‌ای,غیرقابل نمایش
۲۵۰٬۰۰۰,1389,سفید,سالم,سالم و پلمپ,سالم و بی‌خط و خش,۹ ماه,اتوماتیک,نقدی
۷۰٬۰۰۰,1395,مشکی,سالم,سالم و پلمپ,سالم و بی‌خط و خش,۴ ماه,اتوماتیک,نقدی
۱۱۵٬۰۰۰,1396,قرمز,سالم,سالم و پلمپ,رنگ‌شدگی,۱۱ ماه,دنده‌ای,نقدی
۱۸۰٬۰۰۰,1391,سفید,سالم,سالم و پلمپ,خط و خش جزیی,۳ ماه,دنده‌ای,نقدی
۳۹٬۰۰۰,1398,سفید,سالم,سالم و پلمپ,سالم و بی‌خط و خش,۸ ماه,اتوماتیک,نقدی
۱۳۰٬۰۰۰,1394,سفید,سالم,سالم و پلمپ,خط و خش جزیی,۶ ماه,دنده‌ای,نقدی
۶۸٬۰۰۰,1397,مشکی,سالم,سالم و پلمپ,رنگ‌شدگی,۱۰ ماه,اتوماتیک,نقدی
۵۴٬۰۰۰,1398,خاکستری,سالم,سالم و پلمپ,سالم و بی‌خط و خش,۱۲ ماه,دنده‌ای,نقدی
۱۴۰٬۰۰۰,1395,زرد,سالم,سالم و پلمپ,خط و خش جزیی,۸ ماه,دنده‌ای,نقدی
۱۶۶٬۰۰۰,1393,نوک‌مدادی,سالم,رنگ‌شدگی,۱۱ ماه,دنده‌ای,نقدی,۲۰۰٬۰۰۰٬۰۰۰ تومان
۷۰٬۰۰۰,1397,سفید,سالم,سالم و پلمپ,سالم و بی‌خط و خش,۱۱ ماه,اتوماتیک,نقدی
۲۰۶٬۰۰۰,1384,نقره‌ای,سالم,سالم و پلمپ,رنگ‌شدگی,۱۲ ماه,دنده‌ای,نقدی
۲۰۰,2011,اطلسی,سالم,سالم و پلمپ,رنگ‌شدگی,۱۱ ماه,اتوماتیک,نقدی
۱۸۳٬۰۰۰,2006,نقره‌ای,سالم,سالم و پلمپ,رنگ‌شدگی، در ۱ ناحیه,۱۲ ماه,اتوماتیک,نقدی
۱۵٬۰۰۰,1397,نقره‌ای,سالم,سالم و پلمپ,سالم و بی‌خط و خش,۶ ماه,اتوماتیک,نقدی
۲۷۲٬۰۰۰,1384,خاکستری,سالم,صافکاری بی‌رنگ,۱ ماه,دنده‌ای,نقدی,۹۲٬۰۰۰٬۰۰۰ تومان
۱۰۰٬۰۰۰,1394,سفید,سالم,سالم و پلمپ,تصادفی,۹ ماه,دنده‌ای,نقدی
۹۵٬۰۰۰,2009,سفید,سالم,سالم و پلمپ,سالم و بی‌خط و خش,۶ ماه,اتوماتیک,"نقدی, قابل معاوضه"
